transaction_id,customer_id,transaction_date,amount,currency,transaction_type,channel,merchant_name,merchant_category,location_country,location_city,is_flagged
e445e67b-d93f-49dd-83a1-3904d6809c28,3d0cfdd5-26b4-4806-9277-95c9a5362df0,2023-05-18 23:32:14,1352.32,JPY,purchase,mobile,Costco,Retail,Japan,Sapporo,False
2bb42a31-92ca-4e61-8a56-bd35161a58bc,fcb5b0b3-33a5-45b9-b528-3511676b20bb,2022-12-07 10:06:58,1910.49,USD,purchase,online,Amazon,Retail,United States,Chicago,False
24e4e9bc-a185-494a-a929-b733a1d043cd,804b8653-07c0-4cfc-a6a5-c2ec134f9c20,2023-12-21 17:25:39,3917.2,INR,withdrawal,mobile,Costco,Miscellaneous,India,Delhi,False
4825412b-c6b6-4e3a-a8ad-4b3d3ab032fd,0c461878-5a6e-4e8f-9744-719a324f0377,2022-10-08 14:05:36,7613.42,JPY,deposit,in-branch,Walmart,Clothing,Japan,Tokyo,False
cd9aab3d-99a0-4c8f-a0ea-65ba6a83cc80,56082b5b-49fe-47c6-b8c2-3b66e090b724,2023-03-03 14:41:15,1920.79,JPY,purchase,mobile,Walmart,Grocery,Japan,Osaka,False
dba5ce37-6996-4283-8ce4-c3dc4cddc080,b1e5d1ae-d3a9-43ec-b2b2-d60f1746a6d0,2023-10-13 18:05:28,8063.2,GBP,transfer,ATM,Amazon,Electronics,United Kingdom,Birmingham,False
d5eaf555-ebd5-4b69-bbd4-0cdcc92f2b10,1af73e72-e2c0-40a8-9dfd-205fca197c4d,2023-03-01 08:47:24,1050.2,GBP,purchase,mobile,Best Buy,Miscellaneous,United Kingdom,Glasgow,False
4da52804-039a-4e67-bff0-a81127d1c048,bb47fdf0-cee0-4eee-9371-dbfe0aff4090,2024-08-01 17:28:32,9509.93,USD,purchase,online,Amazon,Grocery,United States,Los Angeles,False
47a4bc29-795d-4ec2-8cd4-f8f4baf486c4,9de9d2fa-a671-47b7-80fd-bc25bbc4361c,2022-12-02 10:02:28,2015.68,EUR,deposit,online,Amazon,Retail,Germany,Cologne,False
13e038fd-77f3-4db6-8888-6e649a5b47a1,d8165eb0-bd12-4046-b4f0-bc11c27648ea,2023-09-11 03:12:32,1527.81,GBP,transfer,ATM,Target,Retail,United Kingdom,Manchester,False
46645f68-d459-4904-8f87-a4b475889b63,6f230834-a802-4f75-950d-c26273866501,2023-04-21 00:27:24,1916.24,JPY,purchase,in-branch,Amazon,Electronics,Japan,Osaka,True
4f761e09-df9d-4036-b2e1-1f5a563695d7,445258f5-5f85-4767-b29a-bcd8931d9d39,2024-04-05 10:06:00,6991.55,GBP,transfer,mobile,Best Buy,Retail,United Kingdom,Birmingham,False
bca6cdc5-6397-40a3-9b82-d977bf76190d,c9667d60-818e-4a4e-b717-4178ee869f8a,2023-03-13 20:18:46,4700.11,EUR,withdrawal,in-branch,Costco,Grocery,Germany,Cologne,False
ec344439-88fc-4bf6-a523-402164af2cea,5400c5b3-599c-47b1-bd9a-8d620fd4e9a5,2024-03-22 03:08:14,8737.88,USD,withdrawal,online,Best Buy,Electronics,United States,Chicago,False
e926fe71-61c4-418c-9054-b8a6df5bfb8d,93cfe8b7-6359-4d17-9dd4-9a245649fe27,2023-02-07 10:59:11,1579.54,INR,deposit,mobile,Walmart,Miscellaneous,India,Bangalore,False
5fbb71d7-ba77-4c6b-8b9c-9782e673a10b,758448c2-c6ed-498a-826e-5be3fd9db92e,2024-04-02 15:01:49,9519.31,EUR,withdrawal,mobile,Costco,Grocery,Germany,Munich,False
54e8501d-d9c1-4263-8515-ec7299c2bfdd,b97a3df5-6927-4550-af24-256c5f9bc10b,2022-09-10 15:13:57,5708.23,EUR,deposit,in-branch,Costco,Miscellaneous,Germany,Hamburg,False
345ee21b-f2d6-4afa-b432-c536c5023f2a,fcb5b0b3-33a5-45b9-b528-3511676b20bb,2022-10-25 19:45:38,2426.08,USD,deposit,online,Best Buy,Clothing,United States,Chicago,False
408621ec-2312-4a2d-9ed6-e7f999c04834,5eff322f-5c07-435f-958d-8911452ad324,2024-01-22 23:30:22,7088.85,JPY,deposit,mobile,Amazon,Clothing,Japan,Fukuoka,False
7190072f-f768-4fe4-8714-82df2f2a5200,da007972-8ddc-45fa-ae24-dfbc07a36358,2023-08-15 01:01:26,1642.2,JPY,transfer,mobile,Amazon,Retail,Japan,Fukuoka,False
88bb5a68-ba28-47e9-8aa8-b1ad1ba91290,eb7df5b0-de0f-4958-9b99-892bcca57536,2023-09-30 11:26:17,7128.93,INR,withdrawal,mobile,Walmart,Miscellaneous,India,Hyderabad,False
c3b88dfd-b953-43f9-b92c-470d630e953e,455ba6a8-1979-4b11-b868-7ce214360d46,2022-12-20 06:01:05,6230.21,GBP,transfer,mobile,Best Buy,Miscellaneous,United Kingdom,London,False
afd60314-8c79-4eae-af38-ca1bafd1b8a5,da460607-b843-46ed-8455-8a17bb23b066,2023-07-01 02:32:23,6035.14,EUR,purchase,ATM,Costco,Electronics,Germany,Frankfurt,False
3b0cef0d-ed0d-4568-a27e-528b6a14c002,fe0dd185-f5de-4312-8f6c-411be100d27d,2022-12-20 02:37:22,5211.59,USD,transfer,mobile,Costco,Clothing,United States,Phoenix,False
d72f60f6-3d7e-486a-bf5b-7de128d1fe40,6d883761-3178-4a68-b078-81348946dc6e,2022-10-28 10:44:30,5875.65,JPY,withdrawal,ATM,Target,Electronics,Japan,Osaka,False
5f8a360d-c023-47b6-a5fd-f005428fe796,f290b148-204d-4cf3-b77a-192cdee856e9,2023-06-18 16:30:11,3041.99,EUR,deposit,ATM,Walmart,Clothing,Germany,Cologne,False
2667fd34-f51c-4858-82f0-2d11b19d1786,820f8f64-021c-4ebb-bf29-31c93c075521,2023-07-08 23:19:09,2129.96,JPY,transfer,ATM,Costco,Electronics,Japan,Sapporo,False
26e37b06-8004-4e48-86b7-54343e05cd1a,0cbae8af-8fef-4cca-a09c-7b51f7002d87,2024-06-11 08:36:31,3718.14,GBP,withdrawal,mobile,Best Buy,Retail,United Kingdom,Liverpool,False
94e31a46-8c50-4903-a01d-ec7cbd5e1369,3dbe06c3-a721-41ef-9ec9-3061e5bc86fd,2024-08-08 06:45:38,1879.37,JPY,withdrawal,in-branch,Best Buy,Grocery,Japan,Sapporo,False
98b20e80-c35e-484d-ad12-ec5770cc5584,ed7d9b65-718f-4c34-982b-6d0b4ad730f8,2022-11-17 08:45:45,803.51,INR,deposit,mobile,Walmart,Miscellaneous,India,Mumbai,False
b2f5ee8c-5685-42e8-b5d5-35fbc1d3fd88,ca22752c-522f-4a7a-b6f5-5fe4a3a0ff5e,2024-03-08 23:22:24,1703.09,JPY,transfer,online,Costco,Retail,Japan,Fukuoka,False
19a97239-b1ec-4bbd-afe2-a154c1abb03e,10d3ff77-e346-4021-b3e1-d5bea6b5b799,2024-04-20 17:47:24,7082.44,JPY,transfer,mobile,Best Buy,Clothing,Japan,Fukuoka,False
f1dea0e7-d8ca-42b0-8d91-88750c44ec8f,87ea2a05-fdeb-405c-8af8-7de34fb6c6b0,2023-07-17 14:05:24,3022.96,EUR,withdrawal,mobile,Amazon,Retail,Germany,Cologne,False
7f6b2f12-4375-41d1-95a2-08b6d3834c3d,a2a97dc8-991b-474c-80ae-0258874e97a2,2022-12-31 09:53:19,5392.45,EUR,purchase,ATM,Walmart,Retail,Germany,Cologne,True
6329bf09-05db-4b64-bcea-b2c9546f3547,485e9c9a-9c64-4c2b-a998-5f1bf315facd,2023-07-20 18:31:27,1792.8,GBP,purchase,ATM,Walmart,Grocery,United Kingdom,Glasgow,True
f448f53d-b1de-4600-8340-64e71af424bf,661835c3-3793-4ce1-a234-9a3009a1e47b,2022-12-17 12:52:02,4768.11,GBP,withdrawal,in-branch,Walmart,Miscellaneous,United Kingdom,Manchester,False
6cb9e973-e901-437b-b2ad-6dedfae86c0e,f3ed0ee1-2f6b-4010-8e09-d504b3017c90,2024-07-05 06:46:29,8909.51,JPY,withdrawal,ATM,Amazon,Retail,Japan,Osaka,True
25d53f2d-782f-4405-b4fc-105ee7c43b40,aab1ac81-3195-497e-b444-772ce46723b3,2023-11-09 01:30:23,4187.78,JPY,deposit,online,Costco,Miscellaneous,Japan,Osaka,False
3d9281db-c13d-43e9-b1b2-33fd66879388,bc42838a-6a29-4648-b8d1-e7b7d1d1367d,2022-12-11 14:40:23,4764.94,USD,deposit,ATM,Best Buy,Miscellaneous,United States,New York,False
576c612e-d17a-45ca-b0cd-e0b659ad8f16,f98d7912-f5ae-43bc-9a08-3f95a9e93001,2022-10-16 19:27:42,3356.23,EUR,deposit,ATM,Walmart,Miscellaneous,Germany,Munich,False
699c3c87-eb37-4226-819e-016e7da7e7fa,9d7f84eb-9a82-45c8-9dfb-f47aad54a6af,2023-02-15 03:06:04,748.49,GBP,withdrawal,online,Walmart,Electronics,United Kingdom,Glasgow,True
25ef4889-9032-49a0-8145-4d5c8d583c25,b9eb2ca3-7f36-4eb4-a3c4-26827a423661,2023-10-19 17:22:47,6533.32,INR,purchase,in-branch,Walmart,Electronics,India,Chennai,False
6faf936c-ba94-4781-8d5e-e65097336622,1f2bb755-cbb1-486d-aea7-b59bb830bb0c,2023-11-05 10:09:35,5272.08,GBP,purchase,mobile,Amazon,Retail,United Kingdom,Birmingham,False
591701ef-9334-4cf9-b497-25008a8a0165,cace060b-3e24-461f-a829-1ca0984edab8,2024-02-26 12:38:53,1668.87,JPY,withdrawal,in-branch,Amazon,Clothing,Japan,Osaka,False
97069146-572f-4923-b5c9-c057b248d23e,ab4a5c0b-3b3f-44df-a4c6-6b2980e2d2a6,2024-02-10 19:57:49,1025.4,JPY,withdrawal,ATM,Best Buy,Grocery,Japan,Nagoya,False
5d9769e1-d91d-4cbe-9ff0-2c56f9d8b475,2a406339-f4dd-4ae1-9c23-a765cad57e1c,2022-09-23 13:29:25,4897.5,GBP,deposit,in-branch,Amazon,Retail,United Kingdom,Manchester,False
ed6f9025-d746-4ba8-a951-407491747624,7015cdae-85a7-42b7-807c-df21489967de,2024-03-23 12:05:36,1012.02,EUR,withdrawal,online,Amazon,Grocery,Germany,Cologne,False
e0899772-ef52-463c-8298-120a0bc518e7,38e59fe1-3ba6-4c16-9d5b-32e08c0d23a1,2023-09-07 11:07:52,7916.19,GBP,withdrawal,mobile,Target,Clothing,United Kingdom,Manchester,True
888b3fd9-6d9a-4322-a641-395a9b41f575,f82fbafe-d1f4-4a3e-8617-ff73ebe017d3,2024-03-29 21:05:38,6552.56,GBP,transfer,in-branch,Costco,Retail,United Kingdom,Manchester,False
2292a886-9f3e-4538-938a-b69027eed5fd,f3c735f8-6840-4771-987c-925602bb5caf,2022-11-05 05:03:49,3715.96,GBP,purchase,mobile,Amazon,Miscellaneous,United Kingdom,London,False
3004fabc-31aa-4736-8b5e-6291802a6720,8d08f448-a082-4e15-9537-73f3db6e93f0,2024-02-17 10:04:25,9060.67,EUR,purchase,online,Amazon,Grocery,Germany,Cologne,True
d8fa631e-5caf-472c-b4f8-99055c65f9f1,e65d79dc-23ff-4886-a4ff-0b8891fa5209,2022-12-12 10:23:15,1410.13,JPY,withdrawal,mobile,Amazon,Electronics,Japan,Sapporo,False
b0318353-6165-4710-8b43-c46688037eb3,6bc094b4-51b4-4a23-8178-b8e080ca2173,2023-12-16 00:11:25,317.87,INR,purchase,online,Walmart,Miscellaneous,India,Hyderabad,False
42126072-42aa-44ac-ba30-5b51567ed6ed,07b6da3f-78db-471e-b7ad-37d0515e8108,2023-05-17 23:12:29,8754.6,JPY,transfer,ATM,Walmart,Miscellaneous,Japan,Nagoya,False
2f18dcc2-52bb-47aa-866c-287e8c61d7fe,31382d0d-55ea-411a-b916-779b502e7def,2023-06-26 02:27:48,1171.92,JPY,withdrawal,mobile,Costco,Clothing,Japan,Sapporo,False
fe3a8a0b-0c78-4179-9c26-53d78c7b770f,f82fbafe-d1f4-4a3e-8617-ff73ebe017d3,2023-02-22 03:43:16,3158.79,GBP,withdrawal,in-branch,Best Buy,Electronics,United Kingdom,Manchester,False
ab08e30c-c869-450e-ae3e-2c807cb90880,46ac5d33-f8bc-4da3-a9a6-26aff4c8174c,2023-04-04 09:36:25,6640.23,USD,purchase,mobile,Walmart,Clothing,United States,Phoenix,False
d4106dc4-7484-4184-b1d0-6229fa88214e,ebeda860-b079-464e-bcae-80b5fed4521b,2023-09-09 11:36:49,73.68,INR,withdrawal,mobile,Walmart,Clothing,India,Delhi,False
55d6ffd6-9ba1-437a-b206-3bda3ac9e205,4efa63b3-8b69-4118-8c5c-5367760fb2e3,2023-05-30 20:17:21,7374.38,INR,withdrawal,in-branch,Walmart,Grocery,India,Delhi,False
b1ad4a51-f900-42b4-8673-58380ff43350,7c26c8e1-657b-445b-91e1-e1f31887c09c,2023-03-31 17:48:10,395.65,USD,deposit,in-branch,Amazon,Electronics,United States,Chicago,False
09d6603e-4fe5-4f58-b2d9-cb8df8f875de,46d7c3d0-41ae-47ea-8f55-82b433fb3740,2023-07-19 21:13:07,7053.98,EUR,deposit,ATM,Walmart,Electronics,Germany,Berlin,False
b210c972-c20d-4ebb-af14-428a2cc91b97,408ef011-652d-4380-bbbb-691424f5a734,2023-12-08 08:05:10,429.42,USD,purchase,mobile,Best Buy,Grocery,United States,Houston,False
337bb0d1-f75f-4452-83eb-6568e79b76fd,cce65fe2-b7d1-43c7-aa71-a0fc5560d8dc,2023-05-03 21:57:38,2673.28,JPY,transfer,online,Costco,Clothing,Japan,Sapporo,False
67ca6a2b-e0c6-400d-a728-dd9c37b9d05b,efec1a0f-39f1-47e9-b6dd-b153fc747204,2023-05-24 01:48:13,2108.68,USD,transfer,mobile,Amazon,Retail,United States,New York,False
5ce8d661-032b-4234-abb9-3bb60c7b2cb7,c198e559-46b0-4f17-bfd3-93b8d9dd71fa,2023-03-25 16:34:22,1437.72,EUR,transfer,online,Best Buy,Electronics,Germany,Hamburg,False
ad60c4d5-11ae-4843-80c8-fdc71a9847b1,0cd24ea9-aac9-4c04-88e8-2a5781bca124,2023-10-02 20:46:02,8104.04,GBP,transfer,in-branch,Best Buy,Grocery,United Kingdom,Manchester,False
918932ee-b461-4747-8c7c-023ac2045b0f,b740c01e-9b39-400e-b61a-4e973dd95d12,2023-09-11 00:29:58,9574.73,INR,transfer,online,Target,Electronics,India,Hyderabad,False
f6ed045e-6a40-4782-a0ea-2a3641ee810f,53081723-e98b-4eb1-8e78-babb77aeeb8a,2023-01-13 17:36:42,8753.75,GBP,purchase,online,Best Buy,Miscellaneous,United Kingdom,Liverpool,False
a66123b2-4386-4920-92b3-0afd92db3c9c,411ffe09-2459-4ffc-aa59-a7f42948734a,2023-01-23 11:39:31,2017.53,JPY,purchase,ATM,Walmart,Clothing,Japan,Sapporo,False
beab591f-979a-4e8d-9ad8-96917642ddbd,4a846cdc-ded0-484d-b61a-2f3fb27392fb,2023-05-08 01:58:53,788.88,GBP,purchase,in-branch,Walmart,Electronics,United Kingdom,Liverpool,False
78199650-348d-446e-b1d4-938cfe03365b,0411a4b3-bd68-4838-a6b1-7f147792634c,2022-08-30 03:18:29,2019.57,INR,withdrawal,mobile,Target,Grocery,India,Chennai,False
379ec988-400f-4861-932e-ce1c738041bd,c9667d60-818e-4a4e-b717-4178ee869f8a,2023-01-09 12:01:54,3539.01,EUR,transfer,online,Costco,Clothing,Germany,Cologne,False
cbcae74b-37eb-4cc1-b119-91f9c3e9785d,310250cb-dc1f-4e75-970b-8cc32517c8c3,2024-04-30 12:54:04,252.95,INR,deposit,online,Amazon,Clothing,India,Bangalore,False
b434fc9d-f3c9-4b77-bc26-3745f51aa89b,6d2f23ff-772c-4925-967c-5be759f99e77,2023-11-29 23:49:01,58.06,USD,purchase,in-branch,Costco,Electronics,United States,Chicago,False
8a7c17cb-9a59-4b9a-9e7b-4e6a4f3b7a54,4b053c72-4320-41c2-8a0b-d44ceafa4d7f,2024-07-07 17:01:59,7590.7,GBP,transfer,online,Best Buy,Retail,United Kingdom,Birmingham,False
94c8cd2f-df51-4809-bded-e8f84c095eb5,8502794b-cb8b-4855-9dc2-63b688b7335f,2022-10-02 14:44:58,9793.02,INR,withdrawal,online,Target,Clothing,India,Delhi,False
e48f4fbd-3b6a-4b4c-86f0-74144d2de57a,a401729a-49c9-458b-b1a2-aa58851b9678,2022-10-11 22:22:31,2594.16,GBP,transfer,ATM,Amazon,Retail,United Kingdom,Glasgow,False
bf363742-3c9f-47ad-b20c-a5bca5930242,cce65fe2-b7d1-43c7-aa71-a0fc5560d8dc,2024-03-25 15:06:17,9312.26,JPY,transfer,in-branch,Target,Retail,Japan,Osaka,False
30515c91-01e3-4144-8456-e8f643d0a6b8,57a6ce49-2d8a-4714-9ef7-ef21e8d48488,2023-02-06 11:13:13,1137.83,GBP,deposit,ATM,Walmart,Clothing,United Kingdom,Manchester,False
4e34dcea-0183-4966-a36d-eafc05f3fb44,816f7f3e-3dc2-48ae-9f9e-98529f0b5a5c,2024-08-05 20:08:33,6753.64,GBP,withdrawal,mobile,Costco,Electronics,United Kingdom,Manchester,False
6c6b76d1-2b98-4a78-a359-6fd2122e58b1,0cad488b-f5c8-4b52-adb0-0fdcc0c55d4d,2024-03-06 17:00:02,9809.77,JPY,deposit,mobile,Best Buy,Clothing,Japan,Sapporo,False
326aeb77-3a81-404a-933f-8b6a319c559d,26ba2e11-629b-434b-8b99-93b07b595cba,2023-05-27 06:31:27,707.15,USD,purchase,mobile,Best Buy,Electronics,United States,Phoenix,False
df10bf85-69bd-4c08-afda-52fc1002090d,59e06226-b792-4b01-8530-9fa534fcb5c3,2024-06-24 06:01:27,3924.57,JPY,purchase,ATM,Best Buy,Retail,Japan,Nagoya,False
a7e80b4a-118b-4c6c-9ae7-6d2424680629,0d564cea-6d4f-4688-b3c6-e7b3f3db25cd,2024-05-22 17:48:42,6901.25,INR,purchase,in-branch,Walmart,Grocery,India,Chennai,False
bbd171c4-fc59-4e38-b412-a5ab11fe0ca5,009971aa-7190-4fe2-87c7-a6baa50ead6e,2023-09-13 22:41:10,6103.4,USD,withdrawal,online,Best Buy,Electronics,United States,Chicago,False
135b0c90-18a7-4567-9f8b-0ce8e7432d96,7f6c847b-9fd6-451a-805c-1dea9de0a8ea,2023-07-09 18:06:18,2733.74,EUR,deposit,online,Walmart,Retail,Germany,Hamburg,False
90d67f87-0758-4fd9-b1c9-9063d83ed821,0270f953-b6b9-46e1-91d9-d47aaf998977,2023-05-02 08:19:29,6440.32,EUR,deposit,mobile,Best Buy,Grocery,Germany,Frankfurt,True
e3dbff96-9d58-4dbd-8949-3f4805cd9699,c9f33132-9144-45d6-a176-91f8cdb408a0,2023-12-11 12:17:41,1620.78,USD,withdrawal,online,Amazon,Grocery,United States,Chicago,False
8951b967-3205-4800-bad7-9a94622d5cd8,a594deef-53c5-46a1-adbb-fe65c83d3444,2023-05-10 09:15:02,3162.07,JPY,purchase,ATM,Costco,Clothing,Japan,Sapporo,False
c23f342c-c008-429d-a6a7-cd711bfc8d35,2e277e60-8321-47d1-99f7-906953c9fce5,2023-08-16 02:25:22,6640.08,USD,withdrawal,mobile,Costco,Retail,United States,Phoenix,False
c39f052e-aca4-433e-b4d2-038fe4c50bac,846c6ac1-4eac-480f-92f3-2ec8290ef088,2024-07-13 11:55:02,257.06,USD,purchase,in-branch,Walmart,Miscellaneous,United States,Chicago,False
ce40b107-ee3f-4282-b6fd-b09cc631bdc9,31a72b45-467b-4655-ac23-9aa7e961a4dd,2022-10-29 17:17:18,1376.23,GBP,transfer,online,Costco,Miscellaneous,United Kingdom,Glasgow,False
86d78902-4e19-4ac4-aec8-68dc22b6bb99,e39c76ef-733f-46ea-8199-fab408e78dac,2024-02-01 18:22:35,592.47,EUR,withdrawal,mobile,Amazon,Clothing,Germany,Hamburg,False
a146f350-f1e6-4856-9982-4e58213d9e6e,d6210a8b-17ce-4827-b9b4-6fb6d16a852e,2024-04-09 22:41:52,466.49,JPY,transfer,mobile,Best Buy,Electronics,Japan,Tokyo,False
e5080885-e303-4cdf-ac44-67b5edf18936,de36f427-2e13-45bd-a54c-36952b23dc80,2024-02-08 11:07:30,1177.5,EUR,purchase,in-branch,Amazon,Clothing,Germany,Frankfurt,True
f4f9cc05-50b0-4a9d-9774-704aab263e97,7851d564-4e8b-4d9e-a06c-a5c9ac35728f,2023-04-15 13:18:54,7586.93,USD,transfer,online,Amazon,Electronics,United States,Chicago,False
a74faded-687e-446b-9f61-63b861547367,437e5dc5-52d6-452d-8811-134d78f69af2,2024-06-29 04:59:39,9621.1,INR,deposit,online,Amazon,Miscellaneous,India,Hyderabad,False
9b2da0c9-2db2-46f4-bd71-0499dc5f9523,5642069d-532d-4ad5-8221-7980c8f26b6e,2024-01-08 08:08:17,9718.05,GBP,deposit,in-branch,Amazon,Miscellaneous,United Kingdom,Manchester,False
3dab97fa-d92d-4b81-b07a-cc8c5cff1e74,4b053c72-4320-41c2-8a0b-d44ceafa4d7f,2024-03-30 15:26:25,6213.93,GBP,transfer,mobile,Best Buy,Retail,United Kingdom,Liverpool,False
0473e1ee-3e05-47e6-aefd-9db3420b61d0,1cb28a67-7301-4476-a772-90f0f2be9cac,2022-10-23 18:13:49,9191.81,USD,transfer,online,Amazon,Clothing,United States,Chicago,False
d87a111e-bd9f-4f4d-b17d-fecea50c9797,463417f9-553b-45b0-819d-783910a9cbe6,2023-03-30 16:09:37,7051.79,EUR,deposit,ATM,Amazon,Electronics,Germany,Munich,False
5f030f9c-d072-401b-bca2-96e673621b8c,1b086c54-0487-4c41-a8c1-484294a12759,2024-03-15 13:45:48,291.28,EUR,deposit,in-branch,Amazon,Grocery,Germany,Cologne,True
82636350-99ce-4cab-93c1-c4eff3089259,1f17f234-4bd4-4cd3-9bc6-04417cc64c85,2023-01-22 08:08:19,5796.67,JPY,deposit,online,Costco,Miscellaneous,Japan,Fukuoka,False
b0e93149-1da1-434f-9e69-684346723c26,c6f24b8c-aba4-471f-b892-ebf75ecaf1a3,2024-04-08 23:21:19,2335.77,INR,transfer,online,Amazon,Grocery,India,Chennai,False
3f7f9935-78ba-4904-af5c-f0ac326016a7,1c19ed28-ceb5-41eb-a873-83b602429dcc,2024-05-09 21:19:10,6756.81,EUR,purchase,in-branch,Walmart,Electronics,Germany,Cologne,False
ece481c3-8339-4021-90c9-1e2d1cebe988,7bb0d4fc-b22d-4e46-9e9f-bb9c3b53e1a6,2024-07-09 19:38:02,3426.63,EUR,withdrawal,in-branch,Costco,Clothing,Germany,Hamburg,False
1f0e766d-6456-4b9a-893b-226fa75efea0,9e312096-9a60-4bc3-9898-8eec2d237373,2022-12-25 07:36:34,8274.96,USD,transfer,ATM,Costco,Miscellaneous,United States,Los Angeles,False
e5a64eda-514c-4c06-966b-164b16f16558,fd8cd582-218e-4628-b223-5461564e5cbe,2023-04-03 00:15:48,3718.89,USD,transfer,ATM,Amazon,Miscellaneous,United States,Phoenix,False
422f888a-08d5-4806-b5aa-4ce644c9262f,25817d58-c8d8-44d7-977a-654ab58c2719,2023-12-15 02:44:45,769.47,INR,transfer,online,Target,Clothing,India,Mumbai,True
9296de59-0551-4529-bf84-02b895a29cdc,621f3d21-0ed1-4418-8af1-313110b690e7,2022-08-26 16:44:23,4299.44,INR,withdrawal,mobile,Target,Retail,India,Delhi,False
86de9680-416c-409a-9606-475e3bd7e739,38d96a64-4342-4458-94bd-bc36ea13a0b7,2023-07-28 12:30:16,3382.72,JPY,withdrawal,mobile,Amazon,Grocery,Japan,Nagoya,False
5636ccbf-2eeb-42e6-8ed2-3f25799a0933,85811623-61b3-4707-afef-46122ed9fdf6,2023-04-21 04:51:21,6173.74,INR,purchase,in-branch,Target,Electronics,India,Bangalore,False
f5628c6c-da68-453c-bc4f-0391e6668faa,7bb0d4fc-b22d-4e46-9e9f-bb9c3b53e1a6,2023-11-28 15:17:07,7682.7,EUR,transfer,in-branch,Costco,Clothing,Germany,Berlin,False
813dad88-7e3e-48d7-b526-428e0ff6c49d,f107e358-7d08-4349-b890-754d9cc3ba8a,2023-08-22 02:19:46,5113.68,USD,deposit,in-branch,Walmart,Miscellaneous,United States,Phoenix,False
59f13292-731e-4da4-bcdd-b05d71ff3289,37cccbcb-3ef9-494c-b79f-8549e7e77584,2023-04-13 21:54:00,1256.47,GBP,deposit,online,Walmart,Clothing,United Kingdom,Liverpool,False
9e046199-90f3-49df-aa5e-eb798ace0d3e,b0a3d828-4a7a-4316-9422-197a696a67dc,2023-04-09 16:37:46,6044.18,USD,purchase,online,Walmart,Clothing,United States,Los Angeles,False
6c639c54-971e-4b56-8cd9-eea30a1002d3,ba99287b-ee98-4eed-a98a-e6141b973145,2023-05-02 03:35:30,3050.35,USD,deposit,in-branch,Amazon,Grocery,United States,New York,False
029870ce-b673-453b-8d8e-f6138cb3ab77,93d53274-dab6-497b-bbe6-cafb57a841f3,2023-08-24 08:54:06,3060.89,GBP,deposit,mobile,Costco,Retail,United Kingdom,Birmingham,False
fb8a27e0-1d86-4407-9f4b-a73d96c5be74,2dc664cc-56c1-4c3c-84f9-4186562b204a,2024-04-23 07:33:26,8260.97,USD,transfer,mobile,Walmart,Clothing,United States,Chicago,False
d1cb1492-e77e-468c-9377-f89acd7bc025,40bd0f54-dc80-4610-84ee-1e8599d80549,2023-05-31 06:57:11,8224.48,EUR,deposit,in-branch,Best Buy,Miscellaneous,Germany,Frankfurt,True
7ce83c63-93af-4cba-940d-f7dbd340aa2b,6514eab8-d43a-45c9-a15d-33dc8592c098,2022-10-11 18:38:55,9923.98,EUR,purchase,mobile,Target,Clothing,Germany,Hamburg,False
7ff27e07-f32e-4d92-a193-60d88e942088,6f106700-870f-4e3c-b37e-4b390cb32673,2024-02-01 18:37:54,9684.1,EUR,transfer,in-branch,Amazon,Grocery,Germany,Cologne,False
a040ad6d-a320-49f9-9e63-e9f0f9080162,618392ee-7f78-4f0c-a01b-85bd1f269a67,2024-06-26 07:24:20,3584.93,USD,deposit,mobile,Target,Electronics,United States,New York,False
b8012364-a505-438f-b0bb-a53f3d2ac633,bffb8dad-6df4-41ce-aba1-1d45269a4cb7,2023-09-02 23:15:36,5584.83,EUR,purchase,in-branch,Best Buy,Grocery,Germany,Frankfurt,False
6b7e27d5-54e7-4951-8803-6dad0ac57e69,ae2038d2-c755-42f6-89b0-545294049534,2024-07-27 07:45:18,7549.95,GBP,deposit,ATM,Amazon,Grocery,United Kingdom,Glasgow,False
472ef724-b5bd-4c46-bfba-1a345b61f7f6,581b792a-1833-48a0-bb22-8e19939aeec2,2023-02-18 00:06:43,4752.33,GBP,purchase,ATM,Walmart,Grocery,United Kingdom,Glasgow,False
05a98d0c-d5aa-4450-93ca-29a6d1620225,c09106ec-fdf5-41a6-8fa9-70e629b43c39,2024-06-04 03:24:10,8512.07,INR,withdrawal,ATM,Costco,Clothing,India,Hyderabad,False
88417e1f-efd0-4d61-8a1e-aa7e72b2443b,c9ebbe3d-0cb6-492b-b413-f0c244c019b3,2024-08-08 15:06:21,4586.13,INR,transfer,online,Best Buy,Grocery,India,Bangalore,False
c110b612-ec79-48cd-895d-964dcbd1facd,c13cbf24-65af-4427-846d-11fe380bba12,2023-05-23 19:13:46,2867.69,JPY,purchase,ATM,Target,Clothing,Japan,Sapporo,False
697e5a6e-c432-4eae-b2a6-18fd8eb341b2,a5335b37-6b51-4301-902b-5262cfa28bd5,2024-05-28 02:42:53,8285.12,GBP,deposit,ATM,Costco,Miscellaneous,United Kingdom,London,False
ec15b132-25ee-47bd-95ae-e3b5e3b2cd80,0708893d-3bdf-473f-a3a7-62df86b42136,2023-02-14 22:45:44,6536.8,JPY,deposit,mobile,Target,Grocery,Japan,Osaka,False
